sentence,label
"wearing a pair of trousers that were loose last year, tight this year",0
 i won`t make u cry,1
Got the sniffles   I SO don`t want to get sick - I don`t need this.,1
will maybe have my cell phone soon ! Yeah !,1
 NO WAY! i didn`t know he was singing ROF thats without a doubt my fave he has done on idol thus far!! EEP~fangirl moment,1
had a **** contact with both parents >.>  grrr,0
 I`m soo jealous right now!!,0
HollowbabesHere comes the utter shite #bgt <I completely agree,0
missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!,0
  a good girl nevah tells hahahahaha! hope you had a good weekend,1
"Woke up and it`s bank holiday monday, so no college. got a text from tom via jason`s mobile earlier today, so i`m hoping they turned up.",1
_Mcfly how cool will that be  she is so nice!! Bless her=] so what ya upto? Love you (L) XoxoX,1
 Keep the suggestions coming...I love the classics!,1
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,0
going to take my last final ... wish me luck ..,1
"my girlfriend still likes sesame st, and so do I",1
Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN,1
I wish  I could choose what bands played trash on june 20th...hmmm!!!,1
 Sounds great. I`m looking forward to it then,1
" I think that boat sailed my friend... The few CCO`s that had them, had them months ago....  I wish you luck though...",1
awwww bless her  she needs another chance.,1
"We are in the State of Cheese - YUM! Green, moo-cow pastures everywhere, and super friendly Lutheran`s too",1
bye bye for now you lovely tweeters and especially my followers,1
i won because im awesome,1
 Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.,0
 Problems seem to be fixed now! Thank you!,1
"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",0
was gonna go to my brothers show but still feeling like poo :**(,0
 I`m not feeling very inspired today...I was suppose to be @ the B`ham concert tonight!,0
Happy Mothers Day to all the mommy`s out there!,1
"on my 42nd written ****.. i get less ideas every day, and every day",0
 haha i love both of them too  hmm.. lol i`m in need of some good bands too,1
Happy Birthday Mommy,1
 You are too kind! I swear I`m always feeding someone!,1
 good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,1
 Star Trek is really good. I loved it too,1
on my way to work! working sucks big time,0
finally gonna get sum sleep  that concert was crazy!!! God Bless those ministers!!!,1
SF felt WAY too intense for me tonight. Hope that doesn`t keep up. Upset with myself for not hanging with  and pearl,0
school..  i wish it would just end already!,1
 that`s sad  what kind of mess are you getting into this weekend?,0
why are matters of the heart so complicated?,0
haha I`m bored! I think I`ll go watch a movie  BBL,0
" oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",0
I love my memories. It`s almost like re-reading my favourite book all over again,1
" Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",1
 Hee. I love them all.,1
"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",0
Studying like crazy in hopes of acing all of my exams!!!!!,1
so happy its friday...not so happy about this rain,1
_sydney is he on twitter?  I know  he is into photography. Runs also popular photography blog too.,1
 My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...,0
lif`s unfair....luk wat it did to ma frend...i m so hating it,0
i hate songs and surveys  they always seem to make me cry.,0
Morning all! Something for the weekend and leftover dominos. Noiiiiice,1
 Scary!,0
Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.,0
"Full, thanks for the food Jean  I should have brought that half of the watermelon with me and eat it on the freeway and crash and die.",1
" Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",1
Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,0
 Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria,1
" it really made my night. infact, it made my weekend! well done.",1
 awww i`m sorry  what kind of fish did you have?,0
I have a sore tummy,0
Tired and gunna go to bed soon!!! First time I`ve been online today!!  All ready for mother`s day tomorow,0
 who cares its hockey,0
() My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,0
I Luv Da movie Say Anything...  ? http://blip.fm/~5yroy,1
went to see the dentist. can`t eat and im starving. really sucks.  and ist`s painful.,0
Thinks twitter doesn`t like me,0
"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful...",1
 I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,1
wow we r watching the outsiders  smelly english.,0
Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!,0
I haven`t seen Muffin in two whole days!,0
" So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .",0
I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,1
 You must like my song.,1
Eating a dillybar from DQ! Yuuum,1
New picture  bored.,0
 awwww this made me realize I have to take down my bulletin board too!  There`s so many memories up there.,1
 Good luck 2 u and the babies,1
"I cant sleep, but im too sore to move",0
 ~ Sorry the response to my assistant job has already been filled. Please check back soon.  I`m sure she will not last long.,0
 Nice musli bars!,1
i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though,0
"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream",0
Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,0
"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas & Isaac Hayes. Don`t make shows like this anymore",0
is MySpace mobile free? or do u have 2 have credit... cause they are liers,0
" Other than that, you are totally bereft of faults in every way",0
cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone,0
The beer buzz is almost gone.. The world has become complicated again,0
_Gates am also gutted...the end is nigh  x,0
 http://twitpic.com/4w9w6 - lol you sure love that sushi. you`ve tweeted many pictures of it.,1
" Hello!! sounds very good, you can count on me, I follow you!!!",1
seeing the gf 5 days in a row for a few hours each day is amazing-just wish the location wasn`t a hospital,1
mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid,0
 She could spend the rest of the night in her room.  At least ONE of you could be happy with a glass of wine.    #surlytween,1
Moving today!!  I`m so excited!,1
"epic writing fail, ew. going to try and sleep",0
 I was wondering....   Have a GREAT weekend!,1
what a bad day 1 of my close relative has died so i wont be going to florida,0
I hate being yelled and sworn at,0
" ohh, ouch",0
5 and a half more hours of work  I wish I had something to do..,0
Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo **** depressing!,0
My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4,0
 can we please?,1
"Well,  I discovered I can`t swim.  I`m out.  Sorry",0
" i want to but i can`t call you cause i live in argentina  I really really love you mitchel! You`re AWESOME, you Rock!?",1
" I`m still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",0
 useless tweet! LOL jk yay!!! You`re coming tmr! How long u gnna be in phils for  ?,0
 ahhh yay! I`m getting into it. Knockin` a lot out.,1
" Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car.",0
" if you like those cookies, you are going to LOVE my cookies   Lars Tetens cookies that is. You coming to see us on 5/16?",1
" nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show",1
" he so is! <3 hence, my new forum signature!",1
I haven`t slept this good in such a long time... I feel great.,1
" Anytime! I`m off ~ I can`t match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",1
 Wish I could be there too!  Enjoy your weekend! ****,1
" Thanks hon, doing great and yourself? Happy Mothers Day",1
  i get migranes.. so .. that leaves you to either arthritis and/or gout!,0
 I`m more upset about the fact that 2010 is the last year,0
" Many thanks, mate",1
oasis or ribena? toughest decision everrr,0
 So sorry  Definitely getting it out this weekend.,0
ugh back in reno,0
" I hope you had fun in Canada  don`t worry you`ll see then again this summer,",1
Ahh im in love.  hes theeee best.,1
 You gave me the inspiration for my last update.,1
"..Get Over On His Mom & Now I Feel Horrible, He Must Think I am.  That`s Not What I Meant. Just Thought It`d Be Better Than The Brunt.",0
 That gave me a great smile. Nice way to end the day. You are so right,1
had plans with people but they cancelled...now what to do?,0
 OMG that`s really good i want to see the photos! have a nice day,1
The wedding couldn`t have been more perfect,1
 Pretty sure you are hero status... You rock my socks Ms McCain.,1
 Hey! It`s so funny - I stopped to get a coffee on the way in and spilt half of it in the car!,1
It`s teddy chucking time,0
TIRED! goodnight twitter  its mother`s day  happy mother`s day  lov my moomy <3 yayy! God Bless.,0
 If only you`d come the sick one...with inflamed vocal cords,0
tripping through tiredness is nottt nice,0
sitting in school  sucks to be me!,0
Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #`s work.,0
 thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don`t take one if I do,1
" we`ll be back sunday to play @ the horse, I was out last night at mex you were not  miss you",0
"Typical overcast bank holiday Monday, glad we went to the beach on Saturday",1
oooh harlow is so sweet,1
"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko",1
i just found a crack in my baking bowl...milk spilled everywhere,0
Even ARNOLD couldn`t save the parks  http://bit.ly/WSM5J  - How is this providing jobs?,0
i cut my hand open!!!,0
"_carter It says 'This video is private.', WTF????",0
_Smith glad the zoo was fun and you had a great mothers day hun,1
Home w/bae & Myka.. He`s so meann,0
 I still have a lot of time on my stupid contract...  18 months before I can change providers,0
_life  Hey i like love iCarly it rocks.   my youtube account--> http://tinyurl.com/cf63ud,1
"listening to dave barnes, getting really excited for junior senior",1
"_N_Wilson C`mon, I like the superpower explanation better! LOL",1
Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU,0
 rocks my world!!!! soooo funny!!!!  <3,1
" totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed",0
 i quite like God Save Our King too,1
" possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk",1
 i kno i doooo!!!!!!!!!! yall partyin with out me,0
" woot, woot! super cool",1
"Watching videos on Facebook makes me feel like the biggest creep. Which I guess I am. Also, tweet #200! Woohoo!",0
 OH FACK U GAVE ME POLICE THATS SOME SERIOUSE ****,0
 That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am,1
had the BEST Italian meal EVER last night! twas godly! i thinks we may get our kitty cat today,1
Good morning Twitter!,1
"just got out of prom, it was fun  off too after prom text me",1
Working on your birthday isn`t so bad when you get to work with Ruby on Rails,1
Subhana Allah... I got scare told you i started having anxiety,0
"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man.",1
Im only failing 1 class.... Algebra 2 **** it that **** is hard!,0
 there`s nothing wrong with having a quiet day... it gives you more time to listen,1
: We can`t wait to see you!   This week can not go fast enough!,1
 So stinkin` adorable!  I want to come check out the studio,1
I have the weirdest hives all over my legs and arms. What the heck am I allergic to? It itches SO bad! Dang it!,0
i need a jb but i dread the fact that it will have to be retail this summer,0
"I miss Bri. COME BACK FROM QUEENSLAND, ****! I have no one to sit next to in class.  and drama is no fun without you. COME BACK, ****!",0
thanks everyone for praying for President Aquino.  http://plurk.com/p/rreml,1
 i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby,0
Just rang the irish one. Drunk. Must confiscate phone.  hate him lots.,0
" wow, atleast u only have three weeks...I have two months to go    Are u going away?",1
Bye bye edinburgh  i don`t want to leave,0
Peace! Good morning,1
Happy Mother`s day to MOMMY,1
 enjoy!!!  have a good day. don`t forget to twitpic ****,1
Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime),1
"Okay I`m about to 'crawl' into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters.",1
 I can`t wait to see yall Friday !!!! I hope I meet u guys!! That would make the night even better,1
 Hey Tom. Have your plans to make an concert in Denmark this year?  please reply ****,1
I hate being sick.  Make me soup?,0
 I fee your pain its lady Ga Ga and It will drive you insane oh dear God her songs are in my head,0
What a nice young guy at dunkin donuts let me go first,1
 i wish i was there too,1
Sad because i cant go over my friends house,0
It does! Lol but i have none,1
 Thanks for making me laugh,1
" Ha... Totally go for it. You`re a journalism major, so it`s a perfect fit.",1
 hahaha probably not  sorry. We`ve got some things to do around the house...and then we have to go to Jared`s parents house,1
7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.,0
 **** that is awful... could not believe it at first... so sad,0
  I`m sorry. This is all so sad.,0
Located & ordered a new cooker today. Feel I`ve got a real bargain from http://www.laskys.com  ï¿½80 cheaper than the place I almost used.,1
 I miss you too.  We`ll have to get together once everything settles down in a few weeks.  Congrats on the house!,1
 http://twitpic.com/4w8ja - **** Felicia is freakin cute,1
awww the wee gril in britains got talent,1
I wish the sun would shine. but it won`t,0
"Come on all you lovely fans Number 14 in the Local pop Charts  Let launch an assault on the number 1 slot!!! www,reverbnation.com/suki ...",1
  true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover,1
 You`re in Miami right? I don`t see a hand delivery in your near future unfortunately,0
need a camera blower.. my camera censor is dirteeh..,0
 excellent good to see,1
" I don`t think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed",0
today was the BEST <3 eff yeah i <3 ,1
 nice luke quote  goodluck on the test u have been dreading.,1
"  I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help?",1
"@_Janet_ ouch, I hate it when favourite items of clothing get ruined.",0
 I have a FACEBOOK but I use MYSPACE and TWITTER the most. I hardly check my Facebook..,0
" Interesting... I never get to Etown, however.",1
hollie steel  bless her. but go dreambears <33333 hahahahaha,1
"Steve makes fruit smoothies for me each day & they are berry delicious, I made mine today & it was berry, berry bad",0
Wishing everyone a Happy Mother`s Day.  xoxo,1
Finally got my money. Too bad it goes to bills,0
my feet are cold.....i hate when my feet get cold,0
i`m sickk  ... tomorrow will be a disaster if i don`t get better.,0
"srsly, nobody evr reply`s 2 me.",0
 Ahaha!! I have all of your albums.  Each stuff of your music is so beautiful! That`s why I am so in love with them.,1
Having trouble syncing my iphone to my work exchange email  help!!!!,0
How I Met Your Mother? Best show ever,1
 drag me to hell looks so freakin scary  watch terminator! it was really good.,1
 SEND ME THAT PHOTO MAN  ily favourite,1
 bye selena!!! too bad i didnt get to talk to u while u were here,0
 oooh that`s clever. I bow to your economic wisdom sensei,1
New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P,1
Going to the doctors now. Scared as ****.,0
_Forward Poor dead Josh.  http://bit.ly/JKpHn Please leave your messages of condolences there. #boy #rip ||| That`s sad.,0
I am sad that my kids were ungrateful today,0
"I started X-Slimmer at eight this morning, it`s still going  I hate that it always want`s my friggin password.",0
Just went a bought the bigest redbull i could find. its going to be a long day at the office,0
" Hahahaha! It`s not horrible, if others were singing with I`m sure it could work. I wish I could afford my own drum set",1
 Hi  Yes wasn`t she absolutely terrible! How on earth does she hear a good tune from her ears? Lol,0
 Happy mom`s day to you too,1
 Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,0
 My Mom is a nurse practitioner&spent entire life devoted to the field.  The good ones deserve to be recognized! I`ll follow her,1
" Dude, I hear ya. I`ll be 26 two weeks from tomorrow. I feel old.",0
Holidays are now over - not fair!!,0
http://twitpic.com/4wbn6 - my hubby and his adoarble baby brother,1
 Who doesn`t know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.,0
working!   I am so ready to go.,1
  I know it`s sad. But back in 05 the auto industry didn`t understand that iPhones would change our lives,0
Just chillin at home,1
went to bed last night with the feeling of a migraine coming and woke up feeling worse.,0
Why is  scared or  lmao.. Someone pls tell me!!,0
 Is there going to Sausage on it  yum yum,1
I  do not want to work tomorrow!,0
 LMAO!!! Man I was so bummed when she stopped braiding,0
Picked up Luna from the vet. She looks like she`s been crying  I`m not kidding. Her lashes are wet and she has tear trails. My poor bebe!,0
"Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!",1
" sounds good.  and yeah, I turn 21 tomorrow so I`ll definitely be partying.",1
Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.',0
Checking out Ciege Cagalawan`s S/S Collection and I am regretting that I did not see his collection tonight  I got invites!,0
Just got up thinkin about how weird it is w/out our dog,0
" : Hi, i think u should try Ph? in Vietnam, it`s really quite delicious",1
 They have a list of 50 state parks here in PA that are under consideration for closing. Nice ones too.,0
 Oh so nooooowwww youre too busy for me...dam I see how it is! How long we known each other?!?!?,0
 oh the noon? I don`t know if I can make that one...I only get 30 min for lunch,0
bed bed bed  do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,0
  Thanks for Following,1
" Sorry to hear that.  If I didn`t already so much planned this weekend, I`d have considered going too.",0
Good Morning and Happy Mothers Day everyone,1
"Time to get ready for wrk! Ahhhh, I dnt wanna goooo!",0
_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),1
 oh no! I woke up accidentally.  how can we get you to fall asleep? Should I scare you with P2 or P3 stories? JK!,0
Choir banquet was more than I could`ve ever dreamed.   I`m so happy! Now after party at Lauren`s!!!,1
"late for   sick kid at home, hope she feels better later tonite",0
"omg! i luv u guys, thanks for keepin me entertained, and awake !  .... missinmydgbigtyme",1
I think I tricked out my ankle during cardio yesterday.  I`m getting old.,0
() Oh snap!  Just broke my windshield while replacing my wiper blades.,0
i love you more than you`ll ever know.,1
 I would totally take you to prom...if i hadnt already gone  sorry lol,0
just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling,0
JoBo`s tired of getting off work at 7,0
 being sunburnt is horrible,0
Had a long day at work. Stood home. Now sleeping to have another long day at work tomorrow & happy mothers day to all mothers,1
Starting to get sad.,0
"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings",0
"Good Morning BTW - A public holiday in UK, love it  and dinner tonoght with 2 special people.",1
I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I`ll make my own,0
"Work, work, work. Finally not sick, though.",1
I just had a horrible dream.,0
its too sunny for work  !!!,0
"was mostly sick when she went to bed, but woke up feeling mostly dead",0
Fb I hate when I try & support my local bookstore & they never have what I need,0
"i feel like i`m quarantined everywhere i go... pinkeye, go away already!",0
 i hope you knew its due tuesday,1
"  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don`t blame me",0
"City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL",1
 **** girl I`m so down but ya gotta let me know so I can get my kit together & I got a flyer  Any next weekend? I'M DOWN!,0
I`m always hungry all the time but now I don`t even feel like eating. This is not normal...and my throat`s sore. I`m sick,0
Did not feel like getting up,0
im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair,0
" nooo, poor cat  he just wants a cuddle... or food, its hard to tell",0
 Hahaha!! Tv isn`t really my thing anyway..I more of a music girl,1
happy birthday to ,1
stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing,0
_Henrie haha i WISH i coudl meet you.. you should stop by seattle some time  home of the STARBUKS ;) I LOVE YOU DAVID!!,1
good morning to everyone,1
"ok my friend is about to dye my hair black scary i know, ill try to post some pics tonight if not tomorrow for ur verdict",0
" Hi! We get to try out new restos..so yea, it fuunn  Let`s have dinner when you get back!",1
There`s like no one I ACTUALLY know on this shizz! Am dum diggin` it,0
annoyed and overwhelmed,0
Good morning world.,1
_EaredPages Yay!  I can`t wait to come in the bookstore and gets some new books,1
just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!,1
Enjoying the happiness of this special day. Another day that I can make the best one of my life,1
" Michelle,  is on here. Don`t u miss her being on Fox? I liked your interviews with her.",1
 probably because it`s getting chilly here,0
Happy Mother`s Day to all the American mamas!,1
It SUCKS when my playmate is MIA all weekend.  Sad,0
 TY. Just a long tiring day filled with expensive plumbers and work  needed CALGON. Hope you &  have an AWESOME weekend!,1
"JONAS was absolutely heartwarming. Now, time for bed. Goodnight!  ",1
" Thank you  I liked Joe`s clothes` being ripped off and then Kevin screaming, 'Who are you!?!' XD",1
"_ri_ja good morning, It`s nice to see you!",1
_eyes I wish I knew!  The curse of Tumblr.,1
thinks that the limit of 140 letters is really not fair. 300 + would be better,0
" Lol. Thanks, Penny. I`m trying to believe you.",1
 p.s. sorry about ur uncle,0
Being slammed with spam followers today. Is it just me? Or is that all I can attract.  Get a life people.,0
To all mothers in the world : happy mothers day,1
_Morgan_  which 1? There r2 that I love and want to share  i just wish I`d made them-,1
_whitex gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too,0
_rothlisberger That`s **** awesome!  *bookmark*,1
" Excellent, he will never know, lmao.",1
 and added it to his collection. i was too much of a punk **** to ask for it back.,0
 I want to chat with you in Im some day.,1
 one day my hugs will come    *fingers still crossed*,1
_dayne OMG!!! Yr like a goddess to me. Prove yr love & love will lead u back are 2 of my fav old skool tracks  x,1
 I love chocolate. Must be PMS,1
" Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though.",0
 the straightener`s another 110 pounds though. Seems pricey,0
"God, I HATE scary movies. They are not at all. I`m such a wimpy.",0
 No. Not professional at all.,0
The ultimate shirt folding tool (http://www.flipfold.com/)- I saw  using this in one of Big Bang Theory`s episodes,1
"_0981 LOL I was going to do some homework, but kind of got distracted... Again...  Goodnight!",1
SON OF A ****!!!! ARGGGHHHHHHHHHHH SO OVER IT.,0
 DArLiNE!!* miss you,0
 ty for feeding our NK addiction..ermm i mean our uhh nope yup addiction covers it,1
I cant WAIT to be home and snuggle with my puppies! and my Fiance,1
Is it sad that I`m a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.,0
I`m so bunged up!! I Hate colds!!,1
", Decaf? I can do some teas late but never coffee- Id fly around the room. Justin Timberlake hosted. FUNNY sketch w/ Samberg",1
"BTW, Happy Star Wars Day... May the Fourth be with you! ROFLMAO...yes, I know I`m a total dork.",1
": Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good",0
I`ve burnt my collerbone and arms and face! aww!,1
 yeah   but I`m jus glad the thunder stopped .,1
is doing boring accounts stuff,0
Lots of noisy peeps outside,0
just got the bouquet of flowers for my mom  HEHEHE SWEET ),1
"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i`ll upload it later",0
happy mother`s day! I love you mama,1
 I wish I was going to Internet Week,1
" Oh I believe you...   sooo  thinks she belongs elsewhere, I say I dont think so...",1
Goodnight;,1
finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,1
"_127 good morning  one m,ore day YAY! #TwitterTakeover",1
Cause these stupid people dont have my phone and my tummy herts,0
 i wish you were playing at MY prom,1
Awesome  I saw it thursday night. It is so great. 100% perfect casting.,1
walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains,1
_ luv it  so true,1
thinking 53 more days is the only thing that gets me through work. ahhh i dont want to go,0
"Pretty sure my laptop just died 100%. HP DV2000, wireless problems constantly, tons of heat, won`t start at all now. Fried circuit?",0
 I decided you should help me make my first solo album,1
tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.,0
" If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn`t, I feel bad.",0
" not got virgin yet... not sure I can, tbh ... thanks anyway!",1
It baffles me how much Radio Shack isn`t the same Radio Shack I grew up with,0
" I know, right?!? I have such a lead foot",1
Happy Mothers Day. Take ur mothers into a special place.,1
THE CURIOUS CASE OF BENJAMIN BUTTON!!!!! I`m so excited about this **** movie,1
 *hug*,1
"i forgot to put my work clothes in the dryer  also, i love my new slippers!",1
 Happy Mothers Day! i hope tom got you something special! enjoy day!  xo,1
 Thanks hon. #Migraine went away then came back.,1
" try having your best writing five years behind you  heh, it happens",1
 Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd...,0
"I hate being reminded how weak my eyes are  I overdid reading today, they`re sore as ****. Going to rest. -sigh-",0
 My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can`t find one in our small town,0
 HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula,0
Happy Mothers Day to Heidi Klum,1
why me? i am about to read another ecology book for two hours. its all good fun today,1
The 22nd can`t get here fast enough!,0
I sunburnt through factor 30,0
 i canï¿½t choose one  i love all the songs on LV&TT;bt if u like... Read More: http://is.gd/JkVF,1
Practically my whole body burns... I can`t bend over or make any sudden movements with my arms,0
 no happy hour for me today,1
 http://twitpic.com/4vvou - Ok...I LOVE IT!! Melika come on do your make-up like this next time we go out,1
is cursing AB`s wardrobe handles. One drew blood,0
careless,0
Have a HUGE headache... don`t have asprin here at work.,0
 im so jealous! I want to go to ny,0
#myweawkness chocolate...i can`t say no,0
"just woke up, no school today, we are free",1
 not good enough!,0
i`m bored : hope your wlan will go today!,0
Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later,1
 awww  i mish u too ladie whats been good?,1
I also concede to my first Twitter grammar fail.,0
_tennant yes! Watching season 2 all evening.  Wish I could get BBC2,1
 A week away from 21 huh!? So what do you wanna sip on - I got `cha! Shhh... we won`t tell  Love you!,1
is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline & its completely filled,0
  I hope today just flows through and lots of nice things happen at work so you come home happy,1
 **left off the 'again' in the title...whoops!,1
 have fun without me pasty  <33,1
Is feeling really bad about goofin` on  not knowing she really wasn`t at the meeting! Dang I`m sorry! Me & my big `ol mouth,0
" sure, as long as you said where they`re from! glad you like them",1
"_Meir ohhhh ouch dude, I got it now I was drunk last night and didn`t get the context. Sorry dude.",0
i`m gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don`t have access to the interwebz,1
 Woo! Twitter kind of sucked without you.,0
wtf?! my tweets aren`t posting   super excited about the weekend! <3jfg.,0
Facebook.com isint letting me change my profile picture,0
 yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!,0
reaaaallly bored,0
i am waaayyyy hungry!  oh fyi my work email is down again BLAH!,0
I`m really mad at the world today. Today is just a sucky day.,0
almost got in a giant car accident on the 101,0
": Aww, that sux!  _x3: Eeek for Airline charges!!! (****)",0
Getting AxKit running on Ubuntu 8.04 is making my head explode.,0
counting the minutes until I can go home,0
 Love your latest journals. I finally joined Twitter so came to say Hi,1
 lol nice  I loved that concert! Aha u gonna post these pics,1
ok bye alex have fun today,1
I did not twitt yesterday cause it was a very busy day but I`ll be back tomorrow  BTW I can not sleep  I`m like in zombie mode @_@,0
 i`m so glad,1
"boredddddddd, work tomorrow..  and sunday. i hate clarks",0
Good rainy morning all,1
 Soon I hope... Really need to finish the cloning project so I can get more done,1
it`s gloomy outside,0
 Not so good  I think that`s my fault though - didn`t use buttermilk. Recipe was on back of the flour.,0
 and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware,0
     my bracelet broke today too.,0
 i have a weird subconscience. i wonder who will i dream next,0
 I missed you guys this morning. I`m in Tacoma w/ no KGW to start my day.,0
 lol cnt its too slow,0
" I`m sorry you`re feeling bad, hope you get better soon... you know, if the plague doesn`t getcha.",0
". No sun  but I can see the ocean now..I almost ran over a squirrel driving home from the store, was so foggy! Where r you?",0
Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals,0
 congrats!,1
 I will let you know as soon as I figure it out... sorry about the mix up; i was supposed to get off work an hour ago,0
knocked up is sooo godamn funny. never gets old  'you`re tupac. you`re biggie.' lol,1
is still waiting.,0
 I`m sorry,0
Wishing all Mothers Happy Mother`s Day,1
 ahh when i was there it was closed,0
i find John Mayer`s tweets mighty entertaining for a hearty laugh...so thanks John,1
ok its been one hour im still waiting im losing my patience,0
" Have a wonderful weekend at home! Good day today (it`s Friday!), but no Otalia today (*tear*)  Lots of love to you!",1
